"Household ID","Consumption (KWh)","Timestamp"
3,5.18,1724188500
4,6.04,1724188500
5,1.22,1724188500
1,5.83,1724189400
2,1.75,1724189400
3,8.51,1724189400
4,6.93,1724189400
5,8.3,1724189400
1,0.5,1724190300
2,7.11,1724190300
3,5.64,1724190300
4,1.8,1724190300
5,1.91,1724190300
1,8.01,1724191200
2,4.88,1724191200
3,4.73,1724191200
4,1.52,1724191200
5,4.08,1724191200
1,3.33,1724192100
2,0.42,1724192100
3,4.48,1724192100
4,2.11,1724192100
5,3.48,1724192100
1,4.61,1724193000
2,7.36,1724193000
3,1.47,1724193000
4,2.91,1724193000
5,8.37,1724193000
1,3.14,1724193900
2,7.99,1724193900
3,5.58,1724193900
4,5.76,1724193900
5,3.39,1724193900
1,2.6,1724194800
2,6.19,1724194800
3,2.81,1724194800
4,3.99,1724194800
5,8.64,1724194800
1,4.4,1724195700
2,2.19,1724195700
3,6.17,1724195700
4,1.04,1724195700
5,2.62,1724195700
1,2.77,1724196600
2,3.24,1724196600
3,3.67,1724196600
4,8.94,1724196600
5,3.42,1724196600
1,2.42,1724197500
2,6.65,1724197500
3,5.29,1724197500
4,6.66,1724197500
5,0.64,1724197500
1,6.55,1724198400
2,3.46,1724198400
3,6.42,1724198400
4,6.83,1724198400
5,3.44,1724198400
1,5.88,1724199300
2,3.07,1724199300
3,0.42,1724199300
4,3.65,1724199300
5,8.85,1724199300
1,1.31,1724200200
2,0.46,1724200200
3,5.47,1724200200
4,3.63,1724200200
5,2.71,1724200200
1,0.7,1724201100
2,8.4,1724201100
3,6.3,1724201100
4,1.39,1724201100
5,0.64,1724201100
1,4.07,1724202000
2,5.55,1724202000
3,3.39,1724202000
4,5.54,1724202000
5,7.78,1724202000
1,6.27,1724202900
2,6.06,1724202900
3,3.72,1724202900
4,2.1,1724202900
5,6.07,1724202900
1,0.48,1724203800
2,7.99,1724203800
3,3.7,1724203800
4,7.3,1724203800
5,3.05,1724203800
1,3.17,1724204700
2,0.26,1724204700
3,4.05,1724204700
4,7.76,1724204700
5,0.58,1724204700
1,7.58,1724205600
2,1.83,1724205600
3,5.58,1724205600
4,5.18,1724205600
5,7.35,1724205600
1,6.93,1724206500
2,5.11,1724206500
3,4.91,1724206500
4,5.27,1724206500
5,5.12,1724206500
1,1.09,1724207400
2,8.6,1724207400
3,3.32,1724207400
4,1,1724207400
5,5.39,1724207400
1,6.82,1724208300
2,0.05,1724208300
3,1.81,1724208300
4,5.14,1724208300
5,4.79,1724208300
1,6.7,1724209200
2,5.63,1724209200
3,7.08,1724209200
4,6.98,1724209200
5,7.14,1724209200
1,6.78,1724210100
2,7,1724210100
3,4.28,1724210100
4,8.61,1724210100
5,6.46,1724210100
1,1.51,1724211000
2,1.66,1724211000
3,0.92,1724211000
4,3.96,1724211000
5,3.74,1724211000
1,3.07,1724211900
2,4.19,1724211900
3,7.05,1724211900
4,0.79,1724211900
5,3.19,1724211900
1,7.22,1724212800
2,2.18,1724212800
3,5.72,1724212800
4,2.84,1724212800
5,4.93,1724212800
1,4.74,1724213700
2,4.69,1724213700
3,4.18,1724213700
4,7.39,1724213700
5,5.06,1724213700
1,5.08,1724214600
2,7.36,1724214600
3,2.54,1724214600
4,0.73,1724214600
5,2.79,1724214600
1,1.35,1724215500
2,8.57,1724215500
3,2.04,1724215500
4,0.03,1724215500
5,2.03,1724215500
1,3.83,1724216400
2,2.05,1724216400
3,1.16,1724216400
4,5.24,1724216400
5,4.2,1724216400
1,3.53,1724217300
2,0.27,1724217300
3,8.39,1724217300
4,8.97,1724217300
5,1.21,1724217300
1,0.34,1724218200
2,2.93,1724218200
3,4.47,1724218200
4,0.91,1724218200
5,4.64,1724218200
1,3.93,1724219100
2,4.51,1724219100
3,2.55,1724219100
4,5.86,1724219100
5,8.95,1724219100
1,6.95,1724220000
2,5.62,1724220000
3,5.11,1724220000
4,2.04,1724220000
5,0.22,1724220000
1,3.15,1724220900
2,1.59,1724220900
3,2.07,1724220900
4,3.89,1724220900
5,6.17,1724220900
1,1.98,1724221800
2,7.7,1724221800
3,5.44,1724221800
4,0.36,1724221800
5,8.62,1724221800
1,3.19,1724222700
2,4.82,1724222700
3,3.02,1724222700
4,6.46,1724222700
5,8.92,1724222700
1,0.03,1724223600
2,1.58,1724223600
3,2.55,1724223600
4,1.6,1724223600
5,1.16,1724223600
1,5.97,1724224500
2,4.29,1724224500
3,5.02,1724224500
4,7.04,1724224500
5,3.86,1724224500
1,5.14,1724225400
2,5.56,1724225400
3,6.29,1724225400
4,7.58,1724225400
5,7.98,1724225400
1,6.89,1724226300
2,1.28,1724226300
3,7.12,1724226300
4,6.84,1724226300
5,6.46,1724226300
1,4.91,1724227200
2,4.69,1724227200
3,5.26,1724227200
4,4.22,1724227200
5,5.03,1724227200
1,8.23,1724228100
2,4.29,1724228100
3,7.81,1724228100
4,0.17,1724228100
5,8.46,1724228100
1,5.09,1724229000
2,8.76,1724229000
3,1.46,1724229000
4,0.6,1724229000
5,2.82,1724229000
1,4.3,1724229900
2,6.78,1724229900
3,5.79,1724229900
4,3.78,1724229900
5,0.28,1724229900
1,4.16,1724230800
2,8.59,1724230800
3,4.49,1724230800
4,1.53,1724230800
5,4.68,1724230800
1,7.91,1724231700
2,2.4,1724231700
3,0.46,1724231700
4,1.08,1724231700
5,8.73,1724231700
1,8.98,1724232600
2,7.54,1724232600
3,4.59,1724232600
4,1.63,1724232600
5,6.33,1724232600
1,2.99,1724233500
2,7.23,1724233500
3,7.33,1724233500
4,5.79,1724233500
5,8.91,1724233500
1,2.16,1724234400
2,7.24,1724234400
3,6.94,1724234400
4,8.39,1724234400
5,2.49,1724234400
1,4.06,1724235300
2,1.56,1724235300
3,6.47,1724235300
4,0.11,1724235300
5,1.65,1724235300
1,0.4,1724236200
2,8.07,1724236200
3,2.27,1724236200
4,2.68,1724236200
5,8.22,1724236200
1,2.75,1724237100
2,5.86,1724237100
3,4.25,1724237100
4,5.74,1724237100
5,6.44,1724237100
1,3.12,1724238000
2,4.41,1724238000
3,4.99,1724238000
4,7.93,1724238000
5,0.28,1724238000
1,0.53,1724238900
2,8.52,1724238900
3,8,1724238900
4,6.24,1724238900
5,8.65,1724238900
1,0.86,1724239800
2,5.76,1724239800
3,1,1724239800
4,3.24,1724239800
5,7.14,1724239800
1,2.2,1724240700
2,7.32,1724240700
3,2.59,1724240700
4,3.82,1724240700
5,5.68,1724240700
1,8.14,1724241600
2,5.89,1724241600
3,8.78,1724241600
4,4.67,1724241600
5,4.34,1724241600
1,7.53,1724242500
2,0.71,1724242500
3,6.88,1724242500
4,0.31,1724242500
5,2.69,1724242500
1,0.79,1724243400
2,8.92,1724243400
3,2.93,1724243400
4,7.56,1724243400
5,8.24,1724243400
1,5.62,1724244300
2,1.77,1724244300
3,3.2,1724244300
4,5.2,1724244300
5,3.9,1724244300
1,3.99,1724245200
2,7.77,1724245200
3,6.24,1724245200
4,5.82,1724245200
5,7.27,1724245200
1,7.37,1724246100
2,6.42,1724246100
3,5.25,1724246100
4,8.27,1724246100
5,3.49,1724246100
1,9,1724247000
2,6.4,1724247000
3,2.88,1724247000
4,8.98,1724247000
5,2.94,1724247000
1,3.83,1724247900
2,3.64,1724247900
3,2.41,1724247900
4,3.9,1724247900
5,6.75,1724247900
1,4.82,1724248800
2,2.99,1724248800
3,3.47,1724248800
4,1.53,1724248800
5,3.51,1724248800
1,1.55,1724249700
2,7.84,1724249700
3,0.97,1724249700
4,4.19,1724249700
5,7.17,1724249700
1,4.91,1724250600
2,7.34,1724250600
3,1.14,1724250600
4,7.85,1724250600
5,3.46,1724250600
1,1.33,1724251500
2,0.34,1724251500
3,5.11,1724251500
4,6.27,1724251500
5,6.96,1724251500
1,3.59,1724252400
2,5.62,1724252400
3,7.83,1724252400
4,0.69,1724252400
5,2.77,1724252400
1,3.79,1724253300
2,1.54,1724253300
3,3.6,1724253300
4,4.17,1724253300
5,2.35,1724253300
1,4.52,1724254200
2,3.26,1724254200
3,3.86,1724254200
4,8.19,1724254200
5,6.1,1724254200
1,6.82,1724255100
2,7.95,1724255100
3,4.07,1724255100
4,2.51,1724255100
5,2.71,1724255100
1,7.58,1724256000
2,2.54,1724256000
3,0.09,1724256000
4,3.36,1724256000
5,5.35,1724256000
1,6.94,1724256900
2,1.38,1724256900
3,3.64,1724256900
4,7.69,1724256900
5,2.62,1724256900
1,2.51,1724257800
2,7.72,1724257800
3,3.97,1724257800
4,3.59,1724257800
5,7.44,1724257800
1,5.21,1724258700
2,1.81,1724258700
3,4.72,1724258700
4,4.78,1724258700
5,5.39,1724258700
1,1.52,1724259600
2,8.83,1724259600
3,7.13,1724259600
4,3.04,1724259600
5,3.64,1724259600
1,8.55,1724260500
2,8.34,1724260500
3,7.05,1724260500
4,1.31,1724260500
5,4.03,1724260500
1,1.39,1724261400
2,6.73,1724261400
3,6.27,1724261400
4,4.72,1724261400
5,2.5,1724261400
1,7.13,1724262300
2,4.41,1724262300
3,2.28,1724262300
4,0.66,1724262300
5,5.02,1724262300
1,5.96,1724263200
2,0.49,1724263200
3,0.48,1724263200
4,1.81,1724263200
5,2.04,1724263200
1,8.94,1724264100
2,2.08,1724264100
3,1.08,1724264100
4,8.48,1724264100
5,6.36,1724264100
1,8.85,1724265000
2,6.52,1724265000
3,2.23,1724265000
4,8.68,1724265000
5,5.25,1724265000
1,4.29,1724265900
2,6.44,1724265900
3,4.31,1724265900
4,1.12,1724265900
5,6.38,1724265900
1,6.54,1724266800
2,6.63,1724266800
3,6.1,1724266800
4,6.47,1724266800
5,4.67,1724266800
1,0.4,1724267700
2,0.07,1724267700
3,2.71,1724267700
4,6.08,1724267700
5,8.7,1724267700
1,3.42,1724268600
2,5,1724268600
3,0.65,1724268600
4,1.73,1724268600
5,3.42,1724268600
1,2.95,1724269500
2,0.57,1724269500
3,1.97,1724269500
4,0.43,1724269500
5,2.13,1724269500
1,5.88,1724270400
2,2.89,1724270400
3,5.09,1724270400
4,0.71,1724270400
5,6.27,1724270400
1,6.77,1724271300
2,0.85,1724271300
3,0.74,1724271300
4,4.06,1724271300
5,0.61,1724271300
1,7.46,1724272200
2,6.38,1724272200
3,3.09,1724272200
4,3.44,1724272200
5,2.44,1724272200
1,5.03,1724273100
2,5.75,1724273100
3,0.65,1724273100
4,3.57,1724273100
5,3.05,1724273100
1,3.75,1724274000
2,4.94,1724274000
3,2.6,1724274000
4,8,1724274000
5,3.31,1724274000
1,5.48,1724274900
2,0.32,1724274900
3,4.44,1724274900
4,1.57,1724274900
5,5.98,1724274900
1,6.24,1724275800
2,5.42,1724275800
3,4.04,1724275800
4,5.46,1724275800
5,2.69,1724275800
1,3.73,1724276700
2,1.16,1724276700
3,8.77,1724276700
4,6.91,1724276700
5,8.92,1724276700
1,6.31,1724277600
2,2.43,1724277600
3,6.77,1724277600
4,8.24,1724277600
5,5.5,1724277600
1,0.35,1724278500
2,4.72,1724278500
3,1.04,1724278500
4,3.73,1724278500
5,4.67,1724278500
1,4.01,1724279400
2,6.93,1724279400
3,3.01,1724279400
4,3.7,1724279400
5,1.81,1724279400
1,8.99,1724280300
2,5.36,1724280300
3,4.4,1724280300
4,6.56,1724280300
5,7.14,1724280300
1,8.92,1724281200
2,7.25,1724281200
3,2.13,1724281200
4,5.86,1724281200
5,5.08,1724281200
1,1.48,1724282100
2,0.85,1724282100
3,6.32,1724282100
4,7.85,1724282100
5,7.67,1724282100
1,5.38,1724283000
2,5.08,1724283000
3,1.08,1724283000
4,2.85,1724283000
5,5.85,1724283000
1,5.8,1724283900
2,3.64,1724283900
3,4.06,1724283900
4,2.79,1724283900
5,0.22,1724283900
1,8.24,1724284800
2,6.02,1724284800
3,6.23,1724284800
4,4.99,1724284800
5,3.03,1724284800
1,1.01,1724285700
2,3.45,1724285700
3,3.85,1724285700
4,8.48,1724285700
5,7.35,1724285700
1,1.04,1724286600
2,1.49,1724286600
3,4.36,1724286600
4,8.53,1724286600
5,8.84,1724286600
1,6.94,1724287500
2,6.53,1724287500
3,0.23,1724287500
4,7.99,1724287500
5,3.82,1724287500
1,3.63,1724288400
2,3.96,1724288400
3,4.23,1724288400
4,5.4,1724288400
5,7.07,1724288400
1,8.22,1724289300
2,3.6,1724289300
3,8.15,1724289300
4,4.14,1724289300
5,2.19,1724289300
1,5.8,1724290200
2,5.85,1724290200
3,2.2,1724290200
4,4.14,1724290200
5,0.75,1724290200
1,0.17,1724291100
2,8.73,1724291100
3,4.44,1724291100
4,7.83,1724291100
5,2.43,1724291100
1,5.51,1724292000
2,4.56,1724292000
3,8.84,1724292000
4,0.37,1724292000
5,4.9,1724292000
1,0.48,1724292900
2,7.15,1724292900
3,0.51,1724292900
4,3.49,1724292900
5,6.6,1724292900
1,4.43,1724293800
2,7.32,1724293800
3,4.47,1724293800
4,0.11,1724293800
5,8.15,1724293800
1,2.88,1724294700
2,5.16,1724294700
3,3.54,1724294700
4,6.59,1724294700
5,2.37,1724294700
1,1.84,1724295600
2,7.47,1724295600
3,8.97,1724295600
4,1.47,1724295600
5,2.89,1724295600
1,2.87,1724296500
2,4.73,1724296500
3,7.83,1724296500
4,0.97,1724296500
5,0.02,1724296500
1,2.73,1724297400
2,8.85,1724297400
3,6.47,1724297400
4,6.99,1724297400
5,5.01,1724297400
1,8.27,1724298300
2,0.97,1724298300
3,8.28,1724298300
4,8.61,1724298300
5,6.32,1724298300
1,3.49,1724299200
2,4.41,1724299200
3,7.59,1724299200
4,6.62,1724299200
5,8.45,1724299200
1,3.47,1724300100
2,8.05,1724300100
3,6.06,1724300100
4,2.45,1724300100
5,3.15,1724300100
1,3.22,1724301000
2,6.18,1724301000
3,0.64,1724301000
4,5.13,1724301000
5,6.43,1724301000
1,3.77,1724301900
2,6.31,1724301900
3,2.43,1724301900
4,8.03,1724301900
5,3.04,1724301900
1,0.1,1724302800
2,8.9,1724302800
3,5.79,1724302800
4,1.12,1724302800
5,6.78,1724302800
1,4.34,1724303700
2,8.49,1724303700
3,5.57,1724303700
4,8.28,1724303700
5,4.38,1724303700
1,3.77,1724304600
2,6.81,1724304600
3,0.77,1724304600
4,0.27,1724304600
5,2.47,1724304600
1,4.43,1724305500
2,6.11,1724305500
3,3.83,1724305500
4,4.48,1724305500
5,0.19,1724305500
1,4.4,1724306400
2,2.77,1724306400
3,7.59,1724306400
4,8.08,1724306400
5,0.91,1724306400
1,4.88,1724307300
2,0.67,1724307300
3,2.16,1724307300
4,6.29,1724307300
5,8.47,1724307300
1,8.73,1724308200
2,8.57,1724308200
3,5.53,1724308200
4,6.67,1724308200
5,3.49,1724308200
1,4.4,1724309100
2,8.75,1724309100
3,4.44,1724309100
4,7.59,1724309100
5,7.36,1724309100
1,6.02,1724310000
2,1.37,1724310000
3,3.35,1724310000
4,3.91,1724310000
5,0.82,1724310000
1,7.2,1724310900
2,8.89,1724310900
3,6.11,1724310900
4,0.67,1724310900
5,2.77,1724310900
1,5.34,1724311800
2,3.26,1724311800
3,6.97,1724311800
4,1.3,1724311800
5,2.31,1724311800
1,0.68,1724312700
2,7.51,1724312700
3,6.33,1724312700
4,0.42,1724312700
5,8.87,1724312700
1,8.2,1724313600
2,0.79,1724313600
3,1.96,1724313600
4,3.5,1724313600
5,0.88,1724313600
1,7.55,1724314500
2,2.01,1724314500
3,4.58,1724314500
4,2.14,1724314500
5,7.69,1724314500
1,6.2,1724315400
2,5.03,1724315400
3,5.67,1724315400
4,8.7,1724315400
5,7.69,1724315400
1,2.57,1724316300
2,6.05,1724316300
3,3.65,1724316300
4,3.74,1724316300
5,8.8,1724316300
1,4.77,1724317200
2,3.58,1724317200
3,0.76,1724317200
4,1.25,1724317200
5,5.53,1724317200
1,3.48,1724318100
2,6.76,1724318100
3,5.22,1724318100
4,4.6,1724318100
5,8.58,1724318100
1,4.23,1724319000
2,5.67,1724319000
3,1.09,1724319000
4,3.7,1724319000
5,4.9,1724319000
1,3.82,1724319900
2,8.87,1724319900
3,7.82,1724319900
4,8.59,1724319900
5,3.91,1724319900
1,6.94,1724320800
2,7.67,1724320800
3,0.11,1724320800
4,2.27,1724320800
5,6.91,1724320800
1,0.39,1724321700
2,0.27,1724321700
3,3.41,1724321700
4,5.29,1724321700
5,7.16,1724321700
1,0.56,1724322600
2,7.27,1724322600
3,4.76,1724322600
4,1.94,1724322600
5,2.96,1724322600
1,7.84,1724323500
2,1.97,1724323500
3,1.51,1724323500
4,1.46,1724323500
5,1.26,1724323500
1,7.34,1724324400
2,8.11,1724324400
3,0.79,1724324400
4,6.98,1724324400
5,2.62,1724324400
1,7.11,1724325300
2,4.49,1724325300
3,6.75,1724325300
4,6.82,1724325300
5,8.44,1724325300
1,4.74,1724326200
2,7.14,1724326200
3,1.25,1724326200
4,0.1,1724326200
5,5.28,1724326200
1,3.68,1724327100
2,5.7,1724327100
3,0.86,1724327100
4,2.19,1724327100
5,8.28,1724327100
1,2.55,1724328000
2,5.98,1724328000
3,1.2,1724328000
4,0.38,1724328000
5,2.79,1724328000
1,0.83,1724328900
2,4.7,1724328900
3,2.51,1724328900
4,6.44,1724328900
5,2.43,1724328900
1,6.41,1724329800
2,8.49,1724329800
3,7.09,1724329800
4,5.27,1724329800
5,2.68,1724329800
1,1.44,1724330700
2,0.85,1724330700
3,3.27,1724330700
4,4.12,1724330700
5,8.5,1724330700
1,3.06,1724331600
2,6.4,1724331600
3,1.74,1724331600
4,2.87,1724331600
5,0.72,1724331600
1,0.61,1724332500
2,1.27,1724332500
3,8.22,1724332500
4,6.99,1724332500
5,4.14,1724332500
1,7.39,1724333400
2,7.91,1724333400
3,0.99,1724333400
4,3.48,1724333400
5,1.67,1724333400
1,6.32,1724334300
2,2.79,1724334300
3,8.14,1724334300
4,4.1,1724334300
5,4.22,1724334300
1,2.04,1724335200
2,4.14,1724335200
3,5.13,1724335200
4,6.89,1724335200
5,6.55,1724335200
1,3.52,1724336100
2,8.13,1724336100
3,3.91,1724336100
4,4.04,1724336100
5,9.01,1724336100
1,6.87,1724337000
2,6.11,1724337000
3,6.41,1724337000
4,8.85,1724337000
5,9.01,1724337000
1,2.61,1724337900
2,5.36,1724337900
3,1.42,1724337900
4,7.46,1724337900
5,7.36,1724337900
1,7.42,1724338800
2,5.9,1724338800
3,8.96,1724338800
4,3.58,1724338800
5,2.98,1724338800
1,0.68,1724339700
2,6.41,1724339700
3,4.04,1724339700
4,4.69,1724339700
5,6.24,1724339700
1,2.95,1724340600
2,5.7,1724340600
3,3.75,1724340600
4,5.23,1724340600
5,7.25,1724340600
1,1.03,1724341500
2,3.87,1724341500
3,5.26,1724341500
4,6.99,1724341500
5,7.37,1724341500
1,8.93,1724342400
2,3.79,1724342400
3,2.55,1724342400
4,1.58,1724342400
5,8.13,1724342400
1,4.57,1724343300
2,4.71,1724343300
3,7.72,1724343300
4,6.94,1724343300
5,0.87,1724343300
1,8.22,1724344200
2,1.9,1724344200
3,7.41,1724344200
4,4.07,1724344200
5,6.35,1724344200
1,8.37,1724345100
2,0.51,1724345100
3,5.46,1724345100
4,8.89,1724345100
5,8.56,1724345100
1,4.86,1724346000
2,3.53,1724346000
3,2.77,1724346000
4,3.41,1724346000
5,1.96,1724346000
1,0.66,1724346900
2,2.11,1724346900
3,5.73,1724346900
4,2.05,1724346900
5,2.13,1724346900
1,5.78,1724347800
2,8.66,1724347800
3,8.62,1724347800
4,6.95,1724347800
5,8.79,1724347800
1,3.19,1724348700
2,2.38,1724348700
3,2.5,1724348700
4,5.17,1724348700
5,4.63,1724348700
1,4.17,1724349600
2,8.67,1724349600
3,8.78,1724349600
4,5.74,1724349600
5,7.65,1724349600
1,1.72,1724350500
2,6.54,1724350500
3,7.53,1724350500
4,8.65,1724350500
5,7.4,1724350500
1,7.22,1724351400
2,6.69,1724351400
3,7.24,1724351400
4,5.58,1724351400
5,3.56,1724351400
1,6.64,1724352300
2,2.1,1724352300
3,3.27,1724352300
4,6.27,1724352300
5,6.15,1724352300
1,5.81,1724353200
2,0.34,1724353200
3,3.73,1724353200
4,5.74,1724353200
5,6.65,1724353200
1,3.91,1724354100
2,1.45,1724354100
3,3.71,1724354100
4,2.73,1724354100
5,1.62,1724354100
1,7.51,1724355000
2,1.04,1724355000
3,6.87,1724355000
4,2.26,1724355000
5,4.16,1724355000
1,0.75,1724355900
2,5.65,1724355900
3,1.69,1724355900
4,1.96,1724355900
5,3.77,1724355900
1,2.56,1724356800
2,5.69,1724356800
3,7.88,1724356800
4,6.1,1724356800
5,1.75,1724356800
1,1.46,1724357700
2,4.65,1724357700
3,1.49,1724357700
4,8.89,1724357700
5,1.75,1724357700
1,4.32,1724358600
2,7.15,1724358600
3,8.76,1724358600
4,3.91,1724358600
5,2.14,1724358600
1,3.24,1724359500
2,1.36,1724359500
3,5.09,1724359500
4,2.41,1724359500
5,1.99,1724359500
1,4.78,1724360400
2,3.85,1724360400
3,4.32,1724360400
4,5.85,1724360400
5,1.02,1724360400
1,6.03,1724361300
2,4.41,1724361300
3,6.14,1724361300
4,0.59,1724361300
5,8.27,1724361300
1,7.25,1724362200
2,4.97,1724362200
3,4.39,1724362200
4,3.57,1724362200
5,1.15,1724362200
1,8.65,1724363100
2,3.54,1724363100
3,0.67,1724363100
4,5.42,1724363100
5,7.09,1724363100
1,2.99,1724364000
2,0.63,1724364000
3,3.44,1724364000
4,6.07,1724364000
5,1.29,1724364000
1,0.87,1724364900
2,1.61,1724364900
3,7.11,1724364900
4,7.37,1724364900
5,2.15,1724364900
1,6.3,1724365800
2,7.6,1724365800
3,0.37,1724365800
4,1.22,1724365800
5,7.7,1724365800
1,1.72,1724366700
2,8.52,1724366700
3,6.1,1724366700
4,6.18,1724366700
5,8.59,1724366700
1,8.21,1724367600
2,3.81,1724367600
3,2.55,1724367600
4,1.14,1724367600
5,0.73,1724367600
1,4.04,1724368500
2,0.07,1724368500
3,5.11,1724368500
4,3.23,1724368500
5,8.37,1724368500
1,4.08,1724369400
2,4.01,1724369400
3,7.79,1724369400
4,1.43,1724369400
5,0.12,1724369400
1,7.34,1724370300
2,9,1724370300
3,5.81,1724370300
4,4.96,1724370300
5,4.2,1724370300
1,1.54,1724371200
2,5.52,1724371200
3,2.71,1724371200
4,2.75,1724371200
5,1.99,1724371200
1,7.32,1724372100
2,4.24,1724372100
3,8.71,1724372100
4,4.21,1724372100
5,2.41,1724372100
1,0.15,1724373000
2,5.69,1724373000
3,8.3,1724373000
4,7.23,1724373000
5,1.29,1724373000
1,3.71,1724373900
2,5.79,1724373900
3,6.26,1724373900
4,6.58,1724373900
5,2.05,1724373900
1,8.3,1724374800
2,3.42,1724374800
3,2.9,1724374800
4,1.31,1724374800
5,5.12,1724374800
1,6.82,1724375700
2,0.88,1724375700
3,2.27,1724375700
4,1.42,1724375700
5,8.54,1724375700
1,5.01,1724376600
2,4.84,1724376600
3,5.71,1724376600
4,6.5,1724376600
5,5.42,1724376600
1,1.35,1724377500
2,4.25,1724377500
3,1.94,1724377500
4,4.78,1724377500
5,3.28,1724377500
1,8.64,1724378400
2,0.2,1724378400
3,6.9,1724378400
4,5.4,1724378400
5,8.01,1724378400
1,5.56,1724379300
2,4.44,1724379300
3,3.3,1724379300
4,2.61,1724379300
5,6.13,1724379300
1,5.33,1724380200
2,8.2,1724380200
3,1.83,1724380200
4,0.04,1724380200
5,3.73,1724380200
1,5.88,1724381100
2,2.83,1724381100
3,8.44,1724381100
4,1.15,1724381100
5,5.4,1724381100
1,0.79,1724382000
2,4.66,1724382000
3,1.63,1724382000
4,2.55,1724382000
5,8.05,1724382000
1,2.25,1724382900
2,3.32,1724382900
3,1.17,1724382900
4,5.45,1724382900
5,5.95,1724382900
1,3.79,1724383800
2,6.46,1724383800
3,6.22,1724383800
4,6.56,1724383800
5,3.01,1724383800
1,5.12,1724384700
2,8.16,1724384700
3,4.76,1724384700
4,4,1724384700
5,6.74,1724384700
1,3.44,1724385600
2,4.86,1724385600
3,8.4,1724385600
4,3.09,1724385600
5,0.53,1724385600
1,4.29,1724386500
2,0.76,1724386500
3,2.22,1724386500
4,3.45,1724386500
5,4.25,1724386500
1,0.11,1724387400
2,5.51,1724387400
3,8.45,1724387400
4,2.51,1724387400
5,1.07,1724387400
1,1.54,1724388300
2,5.77,1724388300
3,8.77,1724388300
4,7.71,1724388300
5,3.82,1724388300
1,6.49,1724389200
2,5.07,1724389200
3,8.59,1724389200
4,2.76,1724389200
5,3.24,1724389200
1,8.27,1724390100
2,0.69,1724390100
3,4.24,1724390100
4,6.24,1724390100
5,3.4,1724390100
1,0.45,1724391000
2,3.36,1724391000
3,1.03,1724391000
4,7.68,1724391000
5,2.67,1724391000
1,7.73,1724391900
2,2.22,1724391900
3,8,1724391900
4,7.48,1724391900
5,3.14,1724391900
1,3.64,1724392800
2,7.96,1724392800
3,0.29,1724392800
4,5.53,1724392800
5,3.57,1724392800
1,4.09,1724393700
2,0.59,1724393700
3,2.08,1724393700
4,4.99,1724393700
5,0.94,1724393700
1,2.41,1724394600
2,5.51,1724394600
3,1.19,1724394600
4,6.36,1724394600
5,6.52,1724394600
1,3.33,1724395500
2,1.83,1724395500
3,6.57,1724395500
4,7.07,1724395500
5,0.3,1724395500
1,5.81,1724396400
2,1.9,1724396400
3,1.7,1724396400
4,8.66,1724396400
5,2.15,1724396400
1,3.72,1724397300
2,4.94,1724397300
3,4.39,1724397300
4,7.73,1724397300
5,2.98,1724397300
1,4.19,1724398200
2,0.15,1724398200
3,8.56,1724398200
4,6.78,1724398200
5,8.21,1724398200
1,3.79,1724399100
2,1.32,1724399100
3,1.49,1724399100
4,6.46,1724399100
5,3.4,1724399100
1,2.8,1724400000
2,8.96,1724400000
3,0.27,1724400000
4,4.45,1724400000
5,2.64,1724400000
1,8.7,1724400900
2,7.2,1724400900
3,0.65,1724400900
4,1.9,1724400900
5,5.27,1724400900
1,4.54,1724401800
2,0.36,1724401800
3,2.23,1724401800
4,6.44,1724401800
5,5.2,1724401800
1,8.53,1724402700
2,8.68,1724402700
3,7.74,1724402700
4,1.27,1724402700
5,1.19,1724402700
1,8.72,1724403600
2,8.54,1724403600
3,8.98,1724403600
4,0.52,1724403600
5,8.89,1724403600
1,2.47,1724404500
2,6.61,1724404500
3,1.14,1724404500
4,4.74,1724404500
5,7.44,1724404500
1,6.84,1724405400
2,8.39,1724405400
3,0.84,1724405400
4,0.61,1724405400
5,6.27,1724405400
1,3.11,1724406300
2,3.37,1724406300
3,6.19,1724406300
4,3.15,1724406300
5,7.98,1724406300
1,4.49,1724407200
2,7.56,1724407200
3,7.28,1724407200
4,1.01,1724407200
5,5,1724407200
1,2.4,1724408100
2,3.81,1724408100
3,7.62,1724408100
4,3.43,1724408100
5,5.01,1724408100
1,2.85,1724409000
2,7.38,1724409000
3,5,1724409000
4,4.89,1724409000
5,1.61,1724409000
1,6.36,1724409900
2,7.29,1724409900
3,0.27,1724409900
4,0.66,1724409900
5,6.52,1724409900
1,4.71,1724410800
2,6.3,1724410800
3,2.9,1724410800
4,2.34,1724410800
5,8.11,1724410800
1,8.58,1724411700
2,1.85,1724411700
3,1.93,1724411700
4,5.05,1724411700
5,7.25,1724411700
1,5.67,1724412600
2,7.77,1724412600
3,7.86,1724412600
4,1.29,1724412600
5,2.31,1724412600
1,5.84,1724413500
2,4.86,1724413500
3,7.64,1724413500
4,3.68,1724413500
5,5.09,1724413500
1,3.72,1724414400
2,7.73,1724414400
3,5.64,1724414400
4,5.51,1724414400
5,2.61,1724414400
1,6.47,1724415300
2,0.33,1724415300
3,3.67,1724415300
4,7.98,1724415300
5,3.1,1724415300
1,7.93,1724416200
2,2.52,1724416200
3,7.09,1724416200
4,0.89,1724416200
5,6.33,1724416200
1,6.85,1724417100
2,7.91,1724417100
3,1.71,1724417100
4,8.95,1724417100
